1111	1111	2343
1111	2343	6030
2343	6030	1282
6030	1282	7304
1282	7304	3637
7304	3637	5646
3637	5646	5345
5646	5345	1778
5345	1778	5034
1778	5034	9504
5034	9504	8431
9504	8431	1282
1111	1211	3454
1211	3454	1827
3454	1827	3104
1827	3104	6710
3104	6710	8278
6710	8278	5453
8278	5453	1399
5453	1399	6287
1399	6287	7955
6287	7955	0130
7955	0130	0341
0130	0341	4433
0341	4433	5116
4433	5116	6792
5116	6792	7478
6792	7478	7905
7478	7905	1135
7905	1135	9721
1135	9721	0333
9721	0333	2370
0333	2370	8921
2370	8921	1427
8921	1427	7302
1427	7302	4199
7302	4199	6610
4199	6610	7553
6610	7553	9253
7553	9253	8879
9253	8879	1573
8879	1573	9666
1573	9666	2046
9666	2046	7766
2046	7766	8892
7766	8892	0552
8892	0552	9083
0552	9083	0138
9083	0138	2534
0138	2534	4969
2534	4969	5914
4969	5914	3866
5914	3866	8635
3866	8635	3829
8635	3829	0634
3829	0634	4275
0634	4275	7103
4275	7103	3653
7103	3653	9472
3653	9472	6012
9472	6012	9456
6012	9456	8494
9456	8494	3192
8494	3192	1128
3192	1128	6005
1128	6005	7736
6005	7736	4546
7736	4546	1678
4546	1678	6281
1678	6281	5395
6281	5395	8859
5395	8859	7943
8859	7943	3670
7943	3670	1508
3670	1508	5343
1508	5343	0572
5343	0572	0561
0572	0561	2089
0561	2089	1719
2089	1719	5909
1719	5909	1575
5909	1575	3066
1575	3066	8289
3066	8289	4140
8289	4140	3164
4140	3164	0989
3164	0989	1291
0989	1291	2767
1291	2767	5721
2767	5721	8300
5721	8300	4843
8300	4843	1969
4843	1969	5358
1969	5358	5499
5358	5499	4636
5499	4636	4933
4636	4933	8693
4933	8693	8825
8693	8825	7157
8825	7157	1605
7157	1605	4869
1605	4869	8147
4869	8147	6677
8147	6677	3975
6677	3975	5410
3975	5410	5047
5410	5047	3042
5047	3042	3529
3042	3529	7352
3529	7352	9452
7352	9452	4911
9452	4911	4187
4911	4187	5623
4187	5623	5435
5623	5435	5610
5435	5610	4903
5610	4903	5058
4903	5058	7993
5058	7993	4285
7993	4285	2500
4285	2500	7125
2500	7125	8125
7125	8125	8906
8125	8906	3612
8906	3612	1684
3612	1684	0826
1684	0826	3909
0826	3909	2288
3909	2288	9437
2288	9437	5918
9437	5918	8481
5918	8481	1905
8481	1905	1563
1905	1563	9775
1563	9775	2783
9775	2783	2038
2783	2038	6717
2038	6717	6892
6717	6892	2935
6892	2935	2280
2935	2280	6918
2280	6918	7730
6918	7730	4761
7730	4761	8025
4761	8025	2070
8025	2070	6117
2070	6117	6621
6117	6621	5006
6621	5006	1447
5006	1447	2436
1447	2436	5248
2436	5248	7841
5248	7841	1495
7841	1495	7222
1495	7222	7968
7222	7968	5448
7968	5448	4096
5448	4096	3150
4096	3150	9024
3150	9024	4256
9024	4256	4061
4256	4061	2836
4061	2836	5169
2836	5169	6592
5169	6592	0740
6592	0740	8780
0740	8780	4972
8780	4972	6541
4972	6541	5218
6541	5218	1309
5218	1309	8303
1309	8303	8686
8303	8686	1198
8686	1198	4058
1198	4058	8614
4058	8614	9556
8614	9556	3153
9556	3153	1300
3153	1300	0989
1111	1311	4565
1311	4565	9847
4565	9847	9515
9847	9515	6942
9515	6942	0531
6942	0531	6862
0531	6862	6437
6862	6437	1706
6437	1706	9815
1706	9815	7443
9815	7443	0530
7443	0530	9447
0530	9447	0069
9447	0069	5184
0069	5184	5769
5184	5769	9064
5769	9064	2902
9064	2902	3037
2902	3037	8133
3037	8133	6999
8133	6999	9228
6999	9228	5867
9228	5867	1406
5867	1406	2490
1406	2490	5009
2490	5009	4724
5009	4724	6625
4724	6625	2965
6625	2965	6431
2965	6431	0679
6431	0679	3666
0679	3666	4892
3666	4892	9340
4892	9340	6912
9340	6912	5580
6912	5580	5689
5580	5689	7446
5689	7446	3602
7446	3602	8204
3602	8204	5508
8204	5508	1876
5508	1876	3330
1876	3330	2470
3330	2470	2251
2470	2251	5599
2251	5599	6033
5599	6033	7787
6033	7787	9789
7787	9789	2269
9789	2269	2112
2269	2112	7921
2112	7921	7291
7921	7291	7520
7291	7520	8283
7520	8283	2881
8283	2881	8633
2881	8633	8716
8633	8716	2452
8716	2452	3716
2452	3716	1116
3716	1116	1470
1116	1470	6405
1470	6405	4153
6405	4153	5999
4153	5999	9138
5999	9138	8188
9138	8188	8219
8188	8219	2971
8219	2971	4186
2971	4186	4366
4186	4366	2760
4366	2760	0501
2760	0501	3827
0501	3827	9173
3827	9173	1050
9173	1050	6316
1050	6316	6318
6316	6318	9044
6318	9044	1399
9044	1399	6525
1399	6525	1284
6525	1284	3781
1284	3781	8548
3781	8548	3199
8548	3199	3450
3199	3450	0365
3450	0365	2592
0365	2592	4608
2592	4608	9439
4608	9439	4949
9439	4949	7136
4949	7136	3160
7136	3160	5497
3160	5497	3705
5497	3705	3663
3705	3663	5714
3663	5714	9303
5714	9303	1573
9303	1573	6336
1573	6336	9665
6336	9665	2374
9665	2374	9447
1111	1411	5676
1411	5676	0088
5676	0088	9948
0088	9948	7542
9948	7542	0278
7542	0278	0966
0278	0966	6854
0966	6854	6209
6854	6209	5564
6209	5564	5468
5564	5468	4239
5468	4239	1788
4239	1788	5793
1788	5793	3578
5793	3578	7273
3578	7273	0227
7273	0227	6509
0227	6509	4775
6509	4775	0804
4775	0804	8391
0804	8391	7463
8391	7463	6220
7463	6220	4198
6220	4198	1115
4198	1115	6807
1115	6807	5898
6807	5898	1476
5898	1476	7054
1476	7054	4117
7054	4117	0413
4117	0413	7003
0413	7003	8922
7003	8922	4807
8922	4807	8880
4807	8880	6861
8880	6861	9256
6861	9256	5054
9256	5054	7798
5054	7798	4110
7798	4110	0497
4110	0497	0426
0497	0426	1172
0426	1172	9927
1172	9927	6344
9927	6344	9768
6344	9768	9681
9768	9681	5640
9681	5640	6008
5640	6008	8851
6008	8851	1768
8851	1768	6485
1768	6485	4654
6485	4654	1811
4654	1811	4283
1811	4283	7565
4283	7565	4008
7565	4008	3205
4008	3205	8456
3205	8456	1014
8456	1014	5743
1014	5743	8234
5743	8234	2878
8234	2878	6974
2878	6974	0711
6974	0711	9585
0711	9585	8149
9585	8149	1081
8149	1081	8090
1081	8090	7452
8090	7452	2866
7452	2866	3574
2866	3574	2430
3574	2430	6848
2430	6848	6406
6848	6406	8682
6406	8682	6168
8682	6168	5505
6168	5505	9548
5505	9548	5617
9548	5617	6311
5617	6311	4488
6311	4488	3237
4488	3237	5276
3237	5276	0784
5276	0784	1363
0784	1363	0685
1363	0685	3365
0685	3365	3050
3365	3050	2632
3050	2632	0276
2632	0276	2643
0276	2643	2946
2643	2946	7862
2946	7862	1614
7862	1614	6892
1614	6892	1236
6892	1236	5185
1236	5185	4086
5185	4086	1859
4086	1859	5958
1859	5958	0759
5958	0759	5221
0759	5221	9627
5221	9627	2625
9627	2625	2708
2625	2708	1085
2708	1085	9381
1085	9381	1783
9381	1783	7263
1783	7263	9499
7263	9499	9912
9499	9912	1540
9912	1540	2644
1540	2644	0717
2644	0717	8957
0717	8957	4221
8957	4221	8074
4221	8074	0803
8074	0803	4834
0803	4834	8817
4834	8817	6213
8817	6213	7800
6213	7800	4614
7800	4614	9892
4614	9892	6416
9892	6416	4670
6416	4670	9627
1111	1511	6787
1511	6787	2551
6787	2551	3136
2551	3136	9999
3136	9999	3568
9999	3568	6764
3568	6764	1339
6764	1339	0569
1339	0569	6189
0569	6189	5215
6189	5215	2756
5215	2756	3725
2756	3725	2661
3725	2661	9122
2661	9122	2736
9122	2736	9577
2736	9577	2026
9577	2026	4030
2026	4030	1647
4030	1647	6374
1647	6374	4979
6374	4979	7361
4979	7361	6504
7361	6504	8759
6504	8759	9685
8759	9685	8309
9685	8309	4726
8309	4726	2683
4726	2683	6798
2683	6798	2390
6798	2390	2472
2390	2472	9080
2472	9080	4457
9080	4457	4695
4457	4695	9256
4695	9256	4569
9256	4569	2906
4569	2906	2775
2906	2775	0641
2775	0641	7787
0641	7787	9914
7787	9914	2003
9914	2003	8577
2003	8577	1797
8577	1797	4128
1797	4128	4180
4128	4180	2550
4180	2550	6590
2550	6590	8045
6590	8045	0165
8045	0165	3274
0165	3274	4021
3274	4021	1647
1111	1611	7898
1611	7898	7236
7898	7236	1499
7236	1499	8467
1499	8467	6920
8467	6920	5916
6920	5916	9387
5916	9387	5334
9387	5334	0702
5334	0702	7444
0702	7444	2256
7444	2256	7936
2256	7936	9036
7936	9036	7096
9036	7096	1194
7096	1194	4726
1194	4726	6428
4726	6428	3787
6428	3787	3428
3787	3428	9818
3428	9818	6561
9818	6561	4158
6561	4158	2806
4158	2806	6673
2806	6673	7244
6673	7244	3392
7244	3392	5716
3392	5716	3886
5716	3886	2123
3886	2123	2499
2123	2499	3053
2499	3053	6294
3053	6294	2155
6294	2155	5635
2155	5635	1434
5635	1434	0805
1434	0805	1543
0805	1543	2421
1543	2421	7356
2421	7356	8088
7356	8088	4953
8088	4953	0598
4953	0598	9618
0598	9618	7515
9618	7515	2792
7515	2792	9818
1111	1711	9009
1711	9009	4143
9009	4143	3242
4143	3242	4316
3242	4316	9924
4316	9924	8319
9924	8319	5577
8319	5577	3950
5577	3950	0291
3950	0291	1494
0291	1494	3475
1494	3475	1916
3475	1916	6581
1916	6581	6091
6581	6091	0848
6091	0848	1651
0848	1651	4000
1651	4000	6040
4000	6040	1600
6040	1600	6640
1600	6640	6240
6640	6240	4336
6240	4336	0566
4336	0566	4541
0566	4541	5702
4541	5702	8927
5702	8927	9017
8927	9017	4947
9017	4947	6070
4947	6070	0282
6070	0282	7117
0282	7117	0069
7117	0069	9107
0069	9107	2838
9107	2838	8456
2838	8456	9981
8456	9981	3993
9981	3993	8541
3993	8541	1042
8541	1042	8997
1042	8997	3748
8997	3748	7207
3748	7207	0118
7207	0118	5042
0118	5042	9495
5042	9495	8737
9495	8737	9578
8737	9578	6829
9578	6829	4081
6829	4081	8691
4081	8691	4679
8691	4679	6651
4679	6651	1200
6651	1200	9812
1200	9812	7744
9812	7744	9841
7744	9841	2087
9841	2087	5381
2087	5381	2301
5381	2301	3816
2301	3816	7806
3816	7806	7876
7806	7876	4800
7876	4800	8048
4800	8048	6304
8048	6304	7345
6304	7345	3028
7345	3028	2406
3028	2406	2853
2406	2853	8643
2853	8643	6584
8643	6584	9055
6584	9055	6181
9055	6181	9689
6181	9689	8877
9689	8877	0092
8877	0092	1668
0092	1668	5345
1668	5345	9154
5345	9154	9281
9154	9281	9582
9281	9582	9305
9582	9305	1605
9305	1605	9345
1605	9345	9987
9345	9987	3285
9987	3285	8072
3285	8072	5165
8072	5165	6918
5165	6918	7314
6918	7314	5982
7314	5982	7523
5982	7523	0025
7523	0025	8807
0025	8807	2017
8807	2017	7637
2017	7637	4038
7637	4038	8382
4038	8382	8465
8382	8465	9536
8465	9536	7222
9536	7222	8689
7222	8689	7519
8689	7519	3325
7519	3325	0006
3325	0006	1995
0006	1995	1197
1995	1197	3880
1197	3880	6443
3880	6443	9988
6443	9988	3526
9988	3526	2176
3526	2176	6725
2176	6725	6336
6725	6336	6096
6336	6096	6242
6096	6242	0512
6242	0512	1959
0512	1959	0030
1959	0030	5877
0030	5877	7631
5877	7631	8473
7631	8473	6574
8473	6574	7015
6574	7015	1166
7015	1166	1794
1166	1794	0918
1794	0918	6468
0918	6468	9376
6468	9376	6439
9376	6439	3720
6439	3720	9530
3720	9530	4516
9530	4516	0374
4516	0374	6889
0374	6889	5764
6889	5764	7081
5764	7081	8148
7081	8148	6959
8148	6959	7019
6959	7019	8452
7019	8452	3245
8452	3245	4267
3245	4267	8464
4267	8464	1158
8464	1158	8013
1158	8013	2790
8013	2790	3562
2790	3562	9379
3562	9379	4079
9379	4079	2569
4079	2569	4789
2569	4789	3029
4789	3029	5058
3029	5058	3206
5058	3206	2159
3206	2159	9217
2159	9217	8995
9217	8995	9069
8995	9069	5756
9069	5756	2011
5756	2011	5753
2011	5753	5692
5753	5692	7460
5692	7460	4623
7460	4623	4875
4623	4875	5371
4875	5371	1836
5371	1836	8611
1836	8611	8097
8611	8097	7232
8097	7232	5575
7232	5575	3184
5575	3184	7508
3184	7508	9054
7508	9054	9774
9054	9774	4937
9774	4937	2542
4937	2542	5498
2542	5498	9759
5498	9759	6549
9759	6549	9116
6549	9116	7006
9116	7006	8666
7006	8666	7139
8666	7139	8665
7139	8665	8594
8665	8594	4670
8594	4670	1339
4670	1339	2531
1339	2531	3890
2531	3890	8455
3890	8455	8899
8455	8899	2410
8899	2410	4465
2410	4465	7606
4465	7606	9607
7606	9607	0708
9607	0708	8017
0708	8017	6760
8017	6760	1949
6760	1949	1752
1949	1752	4146
1752	4146	2637
4146	2637	9330
2637	9330	6032
9330	6032	2785
6032	2785	7991
2785	7991	2549
7991	2549	3690
2549	3690	4058
3690	4058	9740
4058	9740	5249
9740	5249	1252
5249	1252	5717
1252	5717	1576
5717	1576	0099
1576	0099	5602
0099	5602	5459
5602	5459	5813
5459	5813	7331
5813	7331	6151
7331	6151	0929
6151	0929	7142
0929	7142	6349
7142	6349	3445
6349	3445	8723
3445	8723	0507
8723	0507	4225
0507	4225	1420
4225	1420	9995
1420	9995	1929
9995	1929	2803
1929	2803	4069
2803	4069	4054
4069	4054	4957
4054	4957	0956
4957	0956	7388
0956	7388	0629
7388	0629	6470
0629	6470	0696
6470	0696	5031
0696	5031	5015
5031	5015	2304
5015	2304	5545
2304	5545	7756
5545	7756	0070
7756	0070	4292
0070	4292	0044
4292	0044	8884
0044	8884	9089
8884	9089	7466
9089	7466	8584
7466	8584	0881
8584	0881	5625
0881	5625	9556
5625	9556	7525
9556	7525	9089
1111	1811	0120
1811	0120	1732
0120	1732	0784
1732	0784	3578
0784	3578	8051
3578	8051	8064
8051	8064	9232
8064	9232	4468
9232	4468	2485
4468	2485	1029
2485	1029	5570
1029	5570	7315
5570	7315	7445
7315	7445	4601
7445	4601	2544
4601	2544	7049
2544	7049	9326
7049	9326	7389
9326	7389	9098
7389	9098	2251
9098	2251	4795
2251	4795	7935
4795	7935	0483
7935	0483	8326
0483	8326	0214
8326	0214	7817
0214	7817	6728
7817	6728	5927
6728	5927	8768
5927	8768	9679
8768	9679	8654
9679	8654	7620
8654	7620	9434
7620	9434	8870
9434	8870	6795
8870	6795	2716
6795	2716	4552
2716	4552	3632
4552	3632	5328
3632	5328	3512
5328	3512	7119
3512	7119	0019
7119	0019	3526
0019	3526	6699
3526	6699	6206
6699	6206	5739
6206	5739	6162
5739	6162	3637
6162	3637	4111
3637	4111	9517
4111	9517	1243
9517	1243	8296
1243	8296	3119
8296	3119	8752
3119	8752	2974
8752	2974	0284
2974	0284	4461
0284	4461	2669
4461	2669	9064
2669	9064	1918
9064	1918	3847
1918	3847	3785
3847	3785	5608
3785	5608	2262
5608	2262	6852
2262	6852	4992
6852	4992	2051
4992	2051	2385
2051	2385	8916
2385	8916	2646
8916	2646	5917
2646	5917	6563
5917	6563	8332
6563	8332	6829
8332	6829	8992
6829	8992	4063
8992	4063	5344
4063	5344	7126
5344	7126	0813
7126	0813	7934
0813	7934	4503
7934	4503	7268
4503	7268	7278
7268	7278	8965
7278	8965	2472
8965	2472	1614
2472	1614	9898
1614	9898	9753
9898	9753	5351
9753	5351	1883
5351	1883	0759
1883	0759	4291
0759	4291	2568
4291	2568	0192
2568	0192	9305
0192	9305	7865
9305	7865	1838
7865	1838	4558
1838	4558	3776
4558	3776	2110
3776	2110	9673
2110	9673	4100
9673	4100	6593
4100	6593	0313
6593	0313	0636
0313	0636	9906
0636	9906	3002
9906	3002	7378
3002	7378	1487
7378	1487	9710
1487	9710	4387
9710	4387	5977
4387	5977	2210
5977	2210	2091
2210	2091	6211
2091	6211	9872
6211	9872	3149
9872	3149	0869
3149	0869	7364
0869	7364	3993
7364	3993	4044
3993	4044	1476
4044	1476	9689
1476	9689	3009
9689	3009	1542
3009	1542	6398
1542	6398	8657
6398	8657	3874
8657	3874	5372
3874	5372	8111
5372	8111	5722
8111	5722	4111
1111	1911	1231
1911	1231	3524
1231	3524	3380
3524	3380	9111
3380	9111	7951
9111	7951	4415
7951	4415	1036
4415	1036	5739
1036	5739	9456
5739	9456	2679
9456	2679	3326
2679	3326	9103
3326	9103	2765
9103	2765	1697
2765	1697	6922
1697	6922	7466
6922	7466	6796
7466	6796	7389
6796	7389	2156
7389	2156	9306
2156	9306	0637
9306	0637	9279
0637	9279	9107
9279	9107	5038
9107	5038	8810
5038	8810	3847
8810	3847	8920
3847	8920	3152
8920	3152	1158
3152	1158	6500
1158	6500	5270
6500	5270	2550
5270	2550	4385
2550	4385	1817
4385	1817	9675
1817	9675	5794
9675	5794	0569
5794	0569	2967
0569	2967	6882
2967	6882	4188
6882	4188	8218
4188	8218	4169
8218	4169	2608
4169	2608	8727
2608	8727	7600
8727	7600	3252
7600	3252	7152
3252	7152	2583
7152	2583	4736
2583	4736	2330
4736	2330	0348
2330	0348	1084
0348	1084	7723
1084	7723	3717
7723	3717	7063
3717	7063	2531
7063	2531	8764
2531	8764	1816
8764	1816	9154
1816	9154	6236
9154	6236	0843
6236	0843	2569
0843	2569	1656
2569	1656	2542
1656	2542	2095
2542	2095	3254
2095	3254	8171
3254	8171	5884
8171	5884	0781
5884	0781	5954
0781	5954	6500
1111	2011	2342
2011	2342	7097
2342	7097	6211
7097	6211	0794
6211	0794	9315
0794	9315	3961
9315	3961	8967
3961	8967	5182
8967	5182	4669
5182	4669	1947
4669	1947	0905
1947	0905	7620
0905	7620	8961
7620	8961	2828
8961	2828	3417
2828	3417	6632
3417	6632	6615
6632	6615	8706
6615	8706	5901
8706	5901	3741
5901	3741	0756
3741	0756	8281
0756	8281	2604
8281	2604	5637
2604	5637	6787
5637	6787	2583
6787	2583	5308
2583	5308	7105
5308	7105	7133
7105	7133	6799
7133	6799	4972
6799	4972	8046
4972	8046	0047
8046	0047	7816
0047	7816	6735
7816	6735	6407
6735	6407	1511
6407	1511	6809
1511	6809	2883
6809	2883	6303
2883	6303	1715
6303	1715	8096
1715	8096	8846
8096	8846	6172
8846	6172	5975
6172	5975	8777
5975	8777	4425
8777	4425	8382
4425	8382	0903
8382	0903	5689
0903	5689	1371
5689	1371	7996
1371	7996	9625
7996	9625	9615
9625	9615	5443
9615	5443	3344
5443	3344	2013
3344	2013	7314
2013	7314	7230
7314	7230	8802
7230	8802	6384
8802	6384	1919
6384	1919	2508
1919	2508	8128
2508	8128	3850
8128	3850	2928
3850	2928	2728
2928	2728	9875
2728	9875	9390
9875	9390	7262
9390	7262	1901
7262	1901	8050
1901	8050	3030
8050	3030	3915
3030	3915	8624
3915	8624	7629
8624	7629	7924
7629	7924	4521
7924	4521	8244
4521	8244	2711
8244	2711	3494
2711	3494	4722
3494	4722	4986
4722	4986	5438
4986	5438	1138
5438	1138	1884
1138	1884	1439
1884	1439	7110
1439	7110	2312
7110	2312	4383
2312	4383	1334
4383	1334	8469
1334	8469	2976
8469	2976	2037
2976	2037	0621
2037	0621	2649
0621	2649	6450
2649	6450	0860
6450	0860	5470
0860	5470	7042
5470	7042	5197
7042	5197	5972
5197	5972	0364
5972	0364	1738
0364	1738	3263
1738	3263	6710
3263	6710	8947
6710	8947	0343
8947	0343	0688
0343	0688	3598
0688	3598	4754
3598	4754	1048
4754	1048	9821
1048	9821	2924
9821	2924	7166
2924	7166	9533
7166	9533	3134
9533	3134	8764
3134	8764	4663
8764	4663	8665
4663	8665	4048
8665	4048	0759
4048	0759	0724
0759	0724	4951
0724	4951	5845
4951	5845	9385
5845	9385	8553
9385	8553	2699
8553	2699	0845
2699	0845	2806
0845	2806	3710
2806	3710	4102
3710	4102	2184
4102	2184	9587
2184	9587	9380
9587	9380	9260
9380	9260	8588
9260	8588	5248
8588	5248	0698
5248	0698	6631
0698	6631	6284
6631	6284	6692
6284	6692	0525
6692	0525	5133
0525	5133	6948
5133	6948	6640
6948	6640	1347
6640	1347	9440
1347	9440	7156
9440	7156	5526
7156	5526	5440
5526	5440	0614
5440	0614	3401
0614	3401	0882
3401	0882	9996
0882	9996	8164
9996	8164	6073
8164	6073	5799
6073	5799	2173
5799	2173	6012
2173	6012	0640
6012	0640	8476
0640	8476	4246
8476	4246	9890
4246	9890	9929
9890	9929	1978
9929	1978	6395
1978	6395	6493
6395	6493	5227
6493	5227	9389
5227	9389	0763
9389	0763	1638
0763	1638	2497
1638	2497	0900
2497	0900	2473
0900	2473	2257
2473	2257	5815
2257	5815	1244
5815	1244	2338
1244	2338	9084
2338	9084	2383
9084	2383	6471
2383	6471	4203
6471	4203	1976
4203	1976	3051
1976	3051	0287
3051	0287	7563
0287	7563	1705
7563	1705	8949
1705	8949	2580
8949	2580	0884
2580	0884	2807
0884	2807	4813
2807	4813	5100
4813	5100	5463
5100	5463	8613
5463	8613	0528
8613	0528	5476
0528	5476	8913
5476	8913	8075
8913	8075	9724
8075	9724	5213
9724	5213	6912
5213	6912	0322
6912	0322	2256
0322	2256	2643
2256	2643	9626
2643	9626	4415
9626	4415	4987
4415	4987	0176
4987	0176	7771
0176	7771	3676
7771	3676	5661
3676	5661	8098
5661	8098	8427
8098	8427	2418
